Ensembl	Gene	"Gene description"	"Biological process"	"Molecular function"	Evidence
ENSG00000175868	CALCB	"Calcitonin related polypeptide beta"		Hormone	"Evidence at protein level"
ENSG00000164047	CAMP	"Cathelicidin antimicrobial peptide"			"Evidence at protein level"
ENSG00000164326	CARTPT	"CART prepropeptide"		"Neuropeptide, Neurotransmitter"	"Evidence at protein level"
ENSG00000099338	CATSPERG	"Cation channel sperm associated auxiliary subunit gamma"	"Differentiation, Spermatogenesis"	"Developmental protein"	"Evidence at protein level"
ENSG00000102924	CBLN1	"Cerebellin 1 precursor"			"Evidence at protein level"
ENSG00000141668	CBLN2	"Cerebellin 2 precursor"			"Evidence at protein level"
ENSG00000139899	CBLN3	"Cerebellin 3 precursor"			"Evidence at protein level"
ENSG00000054803	CBLN4	"Cerebellin 4 precursor"			"Evidence at protein level"
ENSG00000183287	CCBE1	"Collagen and calcium binding EGF domains 1"	Angiogenesis	"Developmental protein"	"Evidence at protein level"
ENSG00000164221	CCDC112	"Coiled-coil domain containing 112"			"Evidence at protein level"
ENSG00000169193	CCDC126	"Coiled-coil domain containing 126"			"Evidence at protein level"
ENSG00000100147	CCDC134	"Coiled-coil domain containing 134"			"Evidence at protein level"
ENSG00000151468	CCDC3	"Coiled-coil domain containing 3"			"Evidence at protein level"
ENSG00000123171	CCDC70	"Coiled-coil domain containing 70"			"Evidence at protein level"
ENSG00000091986	CCDC80	"Coiled-coil domain containing 80"			"Evidence at protein level"
ENSG00000262484	CCER2	"Coiled-coil glutamate rich protein 2"			"Evidence at protein level"
ENSG00000187094	CCK	Cholecystokinin		Hormone	"Evidence at protein level"
ENSG00000108702	CCL1	"C-C motif chemokine ligand 1"	Chemotaxis	Cytokine	"Evidence at protein level"
ENSG00000172156	CCL11	"C-C motif chemokine ligand 11"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000181374	CCL13	"C-C motif chemokine ligand 13"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000276409	CCL14	"C-C motif chemokine ligand 14"		Cytokine	"Evidence at protein level"
ENSG00000275718	CCL15	"C-C motif chemokine ligand 15"	Chemotaxis	"Cytokine, Heparin-binding"	"Evidence at protein level"
ENSG00000275152	CCL16	"C-C motif chemokine ligand 16"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000102970	CCL17	"C-C motif chemokine ligand 17"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000275385	CCL18	"C-C motif chemokine ligand 18"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000172724	CCL19	"C-C motif chemokine ligand 19"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000108691	CCL2	"C-C motif chemokine ligand 2"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000115009	CCL20	"C-C motif chemokine ligand 20"	"Chemotaxis, Inflammatory response"	"Antibiotic, Antimicrobial, Cytokine"	"Evidence at protein level"
ENSG00000137077	CCL21	"C-C motif chemokine ligand 21"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000102962	CCL22	"C-C motif chemokine ligand 22"	Chemotaxis	Cytokine	"Evidence at protein level"
ENSG00000274736	CCL23	"C-C motif chemokine ligand 23"	"Chemotaxis, Inflammatory response"	"Cytokine, Heparin-binding"	"Evidence at protein level"
ENSG00000106178	CCL24	"C-C motif chemokine ligand 24"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000131142	CCL25	"C-C motif chemokine ligand 25"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000006606	CCL26	"C-C motif chemokine ligand 26"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000213927	CCL27	"C-C motif chemokine ligand 27"		Cytokine	"Evidence at protein level"
ENSG00000151882	CCL28	"C-C motif chemokine ligand 28"	Chemotaxis	Cytokine	"Evidence at protein level"
ENSG00000277632	CCL3	"C-C motif chemokine ligand 3"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000276085	CCL3L1	"C-C motif chemokine ligand 3 like 1"	Chemotaxis	Cytokine	"Evidence at protein level"
ENSG00000275302	CCL4	"C-C motif chemokine ligand 4"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000276070	CCL4L2	"C-C motif chemokine ligand 4 like 2"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000271503	CCL5	"C-C motif chemokine ligand 5"	"Chemotaxis, Inflammatory response"	Cytokine	"Evidence at protein level"
ENSG00000108688	CCL7	"C-C motif chemokine ligand 7"	"Chemotaxis, Inflammatory response"	"Cytokine, Heparin-binding"	"Evidence at protein level"
ENSG00000108700	CCL8	"C-C motif chemokine ligand 8"	"Chemotaxis, Inflammatory response"	"Cytokine, Heparin-binding"	"Evidence at protein level"
ENSG00000170458	CD14	"CD14 molecule"	"Immunity, Inflammatory response, Innate immunity"		"Evidence at protein level"
ENSG00000177575	CD163	"CD163 molecule"	"Acute phase, Inflammatory response"		"Evidence at protein level"
ENSG00000101017	CD40	"CD40 molecule"	Immunity	Receptor	"Evidence at protein level"
ENSG00000102245	CD40LG	"CD40 ligand"		Cytokine	"Evidence at protein level"
ENSG00000026508	CD44	"CD44 molecule (Indian blood group)"	"Cell adhesion"	"Blood group antigen, Receptor"	"Evidence at protein level"
ENSG00000196352	CD55	"CD55 molecule (Cromer blood group)"	"Complement pathway, Host-virus interaction, Immunity, Innate immunity"	"Blood group antigen, Host cell receptor for virus entry, Receptor"	"Evidence at protein level"
ENSG00000073754	CD5L	"CD5 molecule like"	"Apoptosis, Immunity, Inflammatory response"		"Evidence at protein level"
ENSG00000013725	CD6	"CD6 molecule"	"Adaptive immunity, Cell adhesion, Immunity, Innate immunity"		"Evidence at protein level"
ENSG00000157211	CDCP2	"CUB domain containing protein 2"			"Evidence at transcript level"
ENSG00000185267	CDNF	"Cerebral dopamine neurotrophic factor"		"Growth factor"	"Evidence at protein level"
ENSG00000204539	CDSN	Corneodesmosin			"Evidence at protein level"
ENSG00000213892	CEACAM16	"Carcinoembryonic antigen related cell adhesion molecule 16"			"Evidence at protein level"
ENSG00000170835	CEL	"Carboxyl ester lipase"			"Evidence at protein level"
ENSG00000139610	CELA1	"Chymotrypsin like elastase family member 1"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000142615	CELA2A	"Chymotrypsin like elastase family member 2A"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000215704	CELA2B	"Chymotrypsin like elastase family member 2B"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000142789	CELA3A	"Chymotrypsin like elastase family member 3A"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000219073	CELA3B	"Chymotrypsin like elastase family member 3B"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000103888	CEMIP	"Cell migration inducing hyaluronan binding protein"		"Glycosidase, Hydrolase"	"Evidence at protein level"
ENSG00000147869	CER1	"Cerberus 1, DAN family BMP antagonist"		Cytokine	"Evidence at protein level"
ENSG00000172824	CES4A	"Carboxylesterase 4A"		"Hydrolase, Serine esterase"	"Evidence at protein level"
ENSG00000159398	CES5A	"Carboxylesterase 5A"		"Hydrolase, Serine esterase"	"Evidence at protein level"
ENSG00000087237	CETP	"Cholesteryl ester transfer protein"	"Cholesterol metabolism, Lipid metabolism, Lipid transport, Steroid metabolism, Sterol metabolism, Transport"		"Evidence at protein level"
ENSG00000243649	CFB	"Complement factor B"	"Complement alternate pathway, Immunity, Innate immunity"	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000136698	CFC1	"Cripto, FRL-1, cryptic family 1"	Gastrulation	"Developmental protein"	"Evidence at protein level"
ENSG00000152093	CFC1B	"Cripto, FRL-1, cryptic family 1B"	Gastrulation	"Developmental protein"	"Evidence at transcript level"
ENSG00000197766	CFD	"Complement factor D"	"Complement alternate pathway, Immunity, Innate immunity"	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000000971	CFH	"Complement factor H"	"Complement alternate pathway, Host-virus interaction, Immunity, Innate immunity"		"Evidence at protein level"
ENSG00000244414	CFHR1	"Complement factor H related 1"			"Evidence at protein level"
ENSG00000080910	CFHR2	"Complement factor H related 2"			"Evidence at protein level"
ENSG00000116785	CFHR3	"Complement factor H related 3"			"Evidence at protein level"
ENSG00000134365	CFHR4	"Complement factor H related 4"			"Evidence at protein level"
ENSG00000134389	CFHR5	"Complement factor H related 5"			"Evidence at protein level"
ENSG00000205403	CFI	"Complement factor I"	"Complement pathway, Host-virus interaction, Immunity, Innate immunity"	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000126759	CFP	"Complement factor properdin"	"Complement alternate pathway, Immunity, Innate immunity"		"Evidence at protein level"
ENSG00000135346	CGA	"Glycoprotein hormones, alpha polypeptide"		Hormone	"Evidence at protein level"
ENSG00000267631	CGB1	"Chorionic gonadotropin beta subunit 1"		Hormone	"Evidence at transcript level"
ENSG00000104818	CGB2	"Chorionic gonadotropin beta subunit 2"			"Evidence at protein level"
ENSG00000104827	CGB3	"Chorionic gonadotropin beta subunit 3"		Hormone	"Evidence at protein level"
ENSG00000189052	CGB5	"Chorionic gonadotropin beta subunit 5"		Hormone	"Evidence at protein level"
ENSG00000196337	CGB7	"Chorionic gonadotropin beta subunit 7"			"Evidence at protein level"
ENSG00000213030	CGB8	"Chorionic gonadotropin beta subunit 8"		Hormone	"Evidence at protein level"
ENSG00000138028	CGREF1	"Cell growth regulator with EF-hand domain 1"	"Cell adhesion, Cell cycle, Growth arrest"		"Evidence at protein level"
ENSG00000136457	CHAD	Chondroadherin			"Evidence at protein level"
ENSG00000100399	CHADL	"Chondroadherin like"			"Evidence at protein level"
ENSG00000133048	CHI3L1	"Chitinase 3 like 1"	"Apoptosis, Inflammatory response"	Antimicrobial	"Evidence at protein level"
ENSG00000064886	CHI3L2	"Chitinase 3 like 2"		Hydrolase	"Evidence at protein level"
ENSG00000133063	CHIT1	"Chitinase 1"	"Carbohydrate metabolism, Chitin degradation, Polysaccharide degradation"	"Glycosidase, Hydrolase"	"Evidence at protein level"
ENSG00000090539	CHRD	Chordin		"Developmental protein"	"Evidence at protein level"
ENSG00000101938	CHRDL1	"Chordin like 1"	"Differentiation, Neurogenesis, Osteogenesis"	"Developmental protein"	"Evidence at protein level"
ENSG00000054938	CHRDL2	"Chordin like 2"	"Chondrogenesis, Differentiation, Osteogenesis"	"Developmental protein"	"Evidence at protein level"
ENSG00000131873	CHSY1	"Chondroitin sulfate synthase 1"		Transferase	"Evidence at protein level"
ENSG00000138615	CILP	"Cartilage intermediate layer protein"			"Evidence at protein level"
ENSG00000160161	CILP2	"Cartilage intermediate layer protein 2"			"Evidence at protein level"
ENSG00000217555	CKLF	"Chemokine like factor"	Chemotaxis	Cytokine	"Evidence at protein level"
ENSG00000016490	CLCA1	"Chloride channel accessory 1"	"Calcium transport, Ion transport, Transport"	"Hydrolase, Metalloprotease, Protease"	"Evidence at protein level"
ENSG00000175505	CLCF1	"Cardiotrophin like cytokine factor 1"		Cytokine	"Evidence at protein level"
ENSG00000105472	CLEC11A	"C-type lectin domain containing 11A"	Osteogenesis	"Growth factor"	"Evidence at protein level"
ENSG00000157322	CLEC18A	"C-type lectin domain family 18 member A"			"Evidence at protein level"
ENSG00000140839	CLEC18B	"C-type lectin domain family 18 member B"			"Evidence at transcript level"
ENSG00000157335	CLEC18C	"C-type lectin domain family 18 member C"			"Evidence at transcript level"
ENSG00000261210	CLEC19A	"C-type lectin domain containing 19A"			"Evidence at transcript level"
ENSG00000166509	CLEC3A	"C-type lectin domain family 3 member A"			"Evidence at transcript level"
ENSG00000163815	CLEC3B	"C-type lectin domain family 3 member B"			"Evidence at protein level"
ENSG00000137392	CLPS	Colipase	"Digestion, Lipid degradation, Lipid metabolism"		"Evidence at protein level"
ENSG00000204140	CLPSL1	"Colipase like 1"			"Evidence at protein level"
ENSG00000196748	CLPSL2	"Colipase like 2"			"Evidence at protein level"
ENSG00000120885	CLU	Clusterin	"Apoptosis, Complement pathway, Immunity, Innate immunity"	Chaperone	"Evidence at protein level"
ENSG00000079101	CLUL1	"Clusterin like 1"			"Evidence at protein level"
ENSG00000092009	CMA1	"Chymase 1"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000176571	CNBD1	"Cyclic nucleotide binding domain containing 1"			"Evidence at protein level"
ENSG00000150656	CNDP1	"Carnosine dipeptidase 1"		"Carboxypeptidase, Hydrolase, Metalloprotease, Protease"	"Evidence at protein level"
ENSG00000136110	CNMD	Chondromodulin	"Chondrogenesis, Differentiation"	"Developmental protein"	"Evidence at protein level"
ENSG00000184144	CNTN2	"Contactin 2"	"Cell adhesion"		"Evidence at protein level"
ENSG00000100473	COCH	Cochlin	Hearing		"Evidence at protein level"
ENSG00000123500	COL10A1	"Collagen type X alpha 1 chain"			"Evidence at protein level"
ENSG00000060718	COL11A1	"Collagen type XI alpha 1 chain"			"Evidence at protein level"
ENSG00000204248	COL11A2	"Collagen type XI alpha 2 chain"			"Evidence at protein level"
ENSG00000111799	COL12A1	"Collagen type XII alpha 1 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000187955	COL14A1	"Collagen type XIV alpha 1 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000204291	COL15A1	"Collagen type XV alpha 1 chain"	"Angiogenesis, Cell adhesion, Differentiation"	"Developmental protein"	"Evidence at protein level"
ENSG00000084636	COL16A1	"Collagen type XVI alpha 1 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000065618	COL17A1	"Collagen type XVII alpha 1 chain"			"Evidence at protein level"
ENSG00000182871	COL18A1	"Collagen type XVIII alpha 1 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000082293	COL19A1	"Collagen type XIX alpha 1 chain"	"Cell adhesion, Differentiation, Myogenesis"	"Developmental protein"	"Evidence at protein level"
ENSG00000108821	COL1A1	"Collagen type I alpha 1 chain"			"Evidence at protein level"
ENSG00000164692	COL1A2	"Collagen type I alpha 2 chain"			"Evidence at protein level"
ENSG00000101203	COL20A1	"Collagen type XX alpha 1 chain"			"Evidence at protein level"
ENSG00000124749	COL21A1	"Collagen type XXI alpha 1 chain"			"Evidence at protein level"
ENSG00000169436	COL22A1	"Collagen type XXII alpha 1 chain"			"Evidence at protein level"
ENSG00000171502	COL24A1	"Collagen type XXIV alpha 1 chain"			"Evidence at protein level"
ENSG00000160963	COL26A1	"Collagen type XXVI alpha 1 chain"			"Evidence at protein level"
ENSG00000196739	COL27A1	"Collagen type XXVII alpha 1 chain"			"Evidence at protein level"
ENSG00000215018	COL28A1	"Collagen type XXVIII alpha 1 chain"	"Cell adhesion"	"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000139219	COL2A1	"Collagen type II alpha 1 chain"			"Evidence at protein level"
ENSG00000168542	COL3A1	"Collagen type III alpha 1 chain"			"Evidence at protein level"
ENSG00000187498	COL4A1	"Collagen type IV alpha 1 chain"	Angiogenesis		"Evidence at protein level"
ENSG00000134871	COL4A2	"Collagen type IV alpha 2 chain"	Angiogenesis		"Evidence at protein level"
ENSG00000169031	COL4A3	"Collagen type IV alpha 3 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000081052	COL4A4	"Collagen type IV alpha 4 chain"			"Evidence at protein level"
ENSG00000188153	COL4A5	"Collagen type IV alpha 5 chain"			"Evidence at protein level"
ENSG00000197565	COL4A6	"Collagen type IV alpha 6 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000130635	COL5A1	"Collagen type V alpha 1 chain"		Heparin-binding	"Evidence at protein level"
ENSG00000204262	COL5A2	"Collagen type V alpha 2 chain"			"Evidence at protein level"
ENSG00000080573	COL5A3	"Collagen type V alpha 3 chain"			"Evidence at protein level"
ENSG00000142156	COL6A1	"Collagen type VI alpha 1 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000142173	COL6A2	"Collagen type VI alpha 2 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000163359	COL6A3	"Collagen type VI alpha 3 chain"	"Cell adhesion"	"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000172752	COL6A5	"Collagen type VI alpha 5 chain"			"Evidence at transcript level"
ENSG00000206384	COL6A6	"Collagen type VI alpha 6 chain"	"Cell adhesion"		"Evidence at protein level"
ENSG00000114270	COL7A1	"Collagen type VII alpha 1 chain"	"Cell adhesion"	"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000144810	COL8A1	"Collagen type VIII alpha 1 chain"	"Angiogenesis, Cell adhesion"		"Evidence at protein level"
ENSG00000171812	COL8A2	"Collagen type VIII alpha 2 chain"	"Angiogenesis, Cell adhesion"		"Evidence at protein level"
ENSG00000112280	COL9A1	"Collagen type IX alpha 1 chain"			"Evidence at protein level"
ENSG00000049089	COL9A2	"Collagen type IX alpha 2 chain"			"Evidence at protein level"
